time,soilmoist1_day_livneh_vic
1951-08-26 00:00:00+00:00,12.419602
1951-08-27 00:00:00+00:00,13.27421
1951-08-28 00:00:00+00:00,15.294525
1951-08-29 00:00:00+00:00,15.160368
1951-08-30 00:00:00+00:00,14.400587
1951-08-31 00:00:00+00:00,13.987918
1951-09-01 00:00:00+00:00,13.653014
1951-09-02 00:00:00+00:00,13.360466
1951-09-03 00:00:00+00:00,13.097845
1951-09-04 00:00:00+00:00,12.856314
1951-09-05 00:00:00+00:00,12.636058
1951-09-06 00:00:00+00:00,12.432688
1951-09-07 00:00:00+00:00,12.239764
1951-09-08 00:00:00+00:00,12.065498
1951-09-09 00:00:00+00:00,11.9117
1951-09-10 00:00:00+00:00,11.769845
1951-09-11 00:00:00+00:00,11.642323
1951-09-12 00:00:00+00:00,11.524806
1951-09-13 00:00:00+00:00,11.413963
1951-09-14 00:00:00+00:00,11.311764
1951-09-15 00:00:00+00:00,11.257239
1951-09-16 00:00:00+00:00,11.199181
1951-09-17 00:00:00+00:00,11.185399
1951-09-18 00:00:00+00:00,11.107675
1951-09-19 00:00:00+00:00,11.0446615
1951-09-20 00:00:00+00:00,10.985166
1951-09-21 00:00:00+00:00,10.924535
